Vardas         Pavarde         ND1  ND2  ND3  ND4  ND5     Egz.
Vardas558            Pavarde558    2   10    6    7   10      2
Vardas559            Pavarde559    7    6    1    3    3     10
Vardas560            Pavarde560    4   10   10    6   10      1
Vardas561            Pavarde561    2   10    8    7    7      8
Vardas562            Pavarde562   10    4    1    6    7     10
Vardas563            Pavarde563    4    5    4    9    7      7
Vardas564            Pavarde564    4    6    9    9    3      1
Vardas565            Pavarde565   10    4    9    3    1      8
Vardas566            Pavarde566    8   10    4    4    8     10
Vardas567            Pavarde567    8    4    3    2    9      5
Vardas568            Pavarde568    7    1    9    8    8      7
Vardas569            Pavarde569    9    1    2    5    7      6
Vardas570            Pavarde570    1    6    1    4    7      5
Vardas571            Pavarde571    6    6    2    1   10      6
Vardas572            Pavarde572    3   10    1    8    7      1
Vardas573            Pavarde573    3    6    8    5    5      3
Vardas574            Pavarde574    8    4    7    4   10      8
Vardas575            Pavarde575    1    7    5    4    2      7
Vardas576            Pavarde576    3    5    2    3    1      1
Vardas577            Pavarde577    2    9    1    4    3      6
Vardas578            Pavarde578    2    1    1    8    1      8
Vardas579            Pavarde579    1    8    1    5    3      6
Vardas580            Pavarde580    7    7    8    4    5      8
Vardas581            Pavarde581    7    5    8    2    5      5
Vardas582            Pavarde582    3    7    3    7    7     10
Vardas583            Pavarde583    5    8    3    6    3      6
Vardas584            Pavarde584    3    7    1    5    4      5
Vardas585            Pavarde585    6    1   10    3    8      5
Vardas586            Pavarde586    2    5   10    2    1      1
Vardas587            Pavarde587    3    3    5    9    5     10
Vardas588            Pavarde588    1    1    5    1   10      5
Vardas589            Pavarde589    5   10    4   10    1      3
Vardas590            Pavarde590    1    6    2    7    7     10
Vardas591            Pavarde591    1    7    6    8    7      7
Vardas592            Pavarde592    9    4    8    1    5      1
Vardas593            Pavarde593    6    9    6    4    9      7
Vardas594            Pavarde594    7    3    8    8    7      9
Vardas595            Pavarde595    5    8   10    1    1      2
Vardas596            Pavarde596    8    1    3    3    3     10
Vardas597            Pavarde597    4    9    7    3    2      3
Vardas598            Pavarde598    5    3    2    8   10      3
Vardas599            Pavarde599    5    2   10    8    6     10
Vardas600            Pavarde600   10    9    1    8    2      5
Vardas601            Pavarde601    3    2    4    1    4      2
Vardas602            Pavarde602    1    5    2   10    2      7
Vardas603            Pavarde603    7    4    2    1    3      9
Vardas604            Pavarde604    7    5    5    5    2      1
Vardas605            Pavarde605    8    5    9    6    8      6
Vardas606            Pavarde606    1    4   10    7    3      6
Vardas607            Pavarde607    4    2    5    5    7      4
Vardas608            Pavarde608    7    3    9   10    9      7
Vardas609            Pavarde609    1    6    5    7   10     10
Vardas610            Pavarde610    7    3    3   10    7      5
Vardas611            Pavarde611    9    3    2    5    6      4
Vardas612            Pavarde612    2    7    6    7    4      1
Vardas613            Pavarde613    4    4    7    4    5      3
Vardas614            Pavarde614    8    1    6    2    1      9
Vardas615            Pavarde615    9    3    8    3    9      7
Vardas616            Pavarde616    7    5    4    5   10      5
Vardas617            Pavarde617    1    2    9    6    4     10
Vardas618            Pavarde618    7    6    6    2    4      4
Vardas619            Pavarde619    3   10   10    5    3     10
Vardas620            Pavarde620    5    8    4    5    5      3
Vardas621            Pavarde621   10    6   10    4   10     10
Vardas622            Pavarde622   10    6    4   10    8     10
Vardas623            Pavarde623    5    3    1   10    9      4
Vardas624            Pavarde624    9    9    4    5    5      3
Vardas625            Pavarde625    6    8    5    9    8      7
Vardas626            Pavarde626    9    3    6    9    1      3
Vardas627            Pavarde627    9    8    3    7    1      8
Vardas628            Pavarde628    5    4    6   10    6      2
Vardas629            Pavarde629    5    2    5    3    7      8
Vardas630            Pavarde630    4    6    3    6    2      6
Vardas631            Pavarde631    9    1    7   10    5      3
Vardas632            Pavarde632    6    9    1    7   10      9
Vardas633            Pavarde633    6    3    2    4    3      6
Vardas634            Pavarde634    6    5    9    7    9      8
Vardas635            Pavarde635    6   10    9    5    2      9
Vardas636            Pavarde636    6    3    5    9    2      7
Vardas637            Pavarde637    2    2    5    1    2      2
Vardas638            Pavarde638    4    6    5    9    4      1
Vardas639            Pavarde639   10    3    8    5    3     10
Vardas640            Pavarde640   10    8    5    2    9      3
Vardas641            Pavarde641    3    5   10    5   10      9
Vardas642            Pavarde642    7    9    4    6    8      5
Vardas643            Pavarde643    6    8    2   10    8      2
Vardas644            Pavarde644    2    4    6    6    6     10
Vardas645            Pavarde645    4    5    7    5   10      8
Vardas646            Pavarde646    9    8    8    6    5      3
Vardas647            Pavarde647    6    9    3   10    3      6
Vardas648            Pavarde648   10    9    1    1    6      8
Vardas649            Pavarde649    3    5    5    9    6      9
Vardas650            Pavarde650    5    5   10   10    7      7
Vardas651            Pavarde651    1    8    2   10    9      1
Vardas652            Pavarde652    2    6    6    3    3      7
Vardas653            Pavarde653    8    8    2   10    3      3
Vardas654            Pavarde654    1    5    4   10    7      3
Vardas655            Pavarde655    4    8    6    1   10      1
Vardas656            Pavarde656    8   10    5    6    3     10
Vardas657            Pavarde657    2    4   10    8    6      3
Vardas658            Pavarde658    3    9    1    9    5      1
Vardas659            Pavarde659    5    2    8    9    1      5
Vardas660            Pavarde660    3    9    9    8    2      7
Vardas661            Pavarde661    6    7    1    3    2      4
Vardas662            Pavarde662    4    5    1    1    1      5
Vardas663            Pavarde663    5    4    4    4    8      4
Vardas664            Pavarde664    6    2    5    1    8      7
Vardas665            Pavarde665    1    4    4    3    5      5
Vardas666            Pavarde666    2    2   10    2    1      3
Vardas667            Pavarde667    6    4    2    3    7      9
Vardas668            Pavarde668    6    9   10    5    1      8
Vardas669            Pavarde669    1    8    7    4   10      7
Vardas670            Pavarde670    2    4    8    6    5      9
Vardas671            Pavarde671    6    3    8   10    4     10
Vardas672            Pavarde672    3    7    9    2    5      5
Vardas673            Pavarde673    8    8    8    8    3      3
Vardas674            Pavarde674    7    8    3    1    2     10
Vardas675            Pavarde675    1    6    7    3    2      6
Vardas676            Pavarde676    3    2   10    1    7      5
Vardas677            Pavarde677    7    4   10    7    9      1
Vardas678            Pavarde678   10    4    4   10    6      2
Vardas679            Pavarde679    4   10    1    3    8      7
Vardas680            Pavarde680    2   10    7    4    2     10
Vardas681            Pavarde681    1    4    6    3    1     10
Vardas682            Pavarde682    7    6    3    7    9      1
Vardas683            Pavarde683   10    4    1    8    9      6
Vardas684            Pavarde684    2    7    9    4    2      3
Vardas685            Pavarde685    9    2    1    1    3      9
Vardas686            Pavarde686    7    1    5    6    5      9
Vardas687            Pavarde687    5    6    7    4    9      5
Vardas688            Pavarde688    5    4    4    6    1      6
Vardas689            Pavarde689    5    1    6    3    2     10
Vardas690            Pavarde690    5    7    6    9    4      8
Vardas691            Pavarde691    3    6    3    4    6      2
Vardas692            Pavarde692    4    5    6    7    3      5
Vardas693            Pavarde693    2    8    5    9    7      1
Vardas694            Pavarde694    7    1    8    7    4      2
Vardas695            Pavarde695   10    5    9    2    6      3
Vardas696            Pavarde696    2    5    2    5    2      7
Vardas697            Pavarde697   10    5    7    9    2      7
Vardas698            Pavarde698    8    6    8    5    8      1
Vardas699            Pavarde699    3    4    7    5    8      8
Vardas700            Pavarde700    4    5   10    6    1      8
Vardas701            Pavarde701    9    7    4    1    5      2
Vardas702            Pavarde702    1   10   10    1    3      1
Vardas703            Pavarde703    2   10    1    4    3     10
Vardas704            Pavarde704    2   10    7    1    8      1
Vardas705            Pavarde705    2    7    9    9    4      3
Vardas706            Pavarde706    9    8    5    7    7      7
Vardas707            Pavarde707    8    4    2    4    5      2
Vardas708            Pavarde708    4    8    8    5    8      1
Vardas709            Pavarde709    9    9    4    1    1     10
Vardas710            Pavarde710    4    4    8    2    9      5
Vardas711            Pavarde711    3    4    4    1   10     10
Vardas712            Pavarde712    4    7    4   10    1      2
Vardas713            Pavarde713    3    5   10    5    9      9
Vardas714            Pavarde714    8    8    8    4    9      7
Vardas715            Pavarde715    2    2   10    2    2      1
Vardas716            Pavarde716    5    7    9    7    7      1
Vardas717            Pavarde717    8   10    6    9    1     10
Vardas718            Pavarde718    2    7    5    9    1      6
Vardas719            Pavarde719    2    4    7    6   10      4
Vardas720            Pavarde720    2    8    7    7    2      9
Vardas721            Pavarde721    3    6    1    7    6      6
Vardas722            Pavarde722    5    7    6    3    3     10
Vardas723            Pavarde723    9    2    8    1    9      6
Vardas724            Pavarde724    4    6    1    6    2      1
Vardas725            Pavarde725    3    4    6    3    9      1
Vardas726            Pavarde726    9    6   10    4    9     10
Vardas727            Pavarde727    2    7    7   10   10      8
Vardas728            Pavarde728   10    5    4    3    5      4
Vardas729            Pavarde729    3    6    3   10    2      7
Vardas730            Pavarde730    5    4    2    2    4      6
Vardas731            Pavarde731    5   10    8    4    6      8
Vardas732            Pavarde732    2    5    4   10    7      8
Vardas733            Pavarde733   10    9    8    7    4      9
Vardas734            Pavarde734    1    9    9    8    7      8
Vardas735            Pavarde735    6    2    1    4    3      4
Vardas736            Pavarde736    9    5    9    1    4      8
Vardas737            Pavarde737    2    6    9    3    2      9
Vardas738            Pavarde738    2    2    7    2   10      5
Vardas739            Pavarde739    6    2   10    5    6      4
Vardas740            Pavarde740    2    3   10    8    5      9
Vardas741            Pavarde741    8    8    3    9    6      3
Vardas742            Pavarde742    2    5    6    2   10      9
Vardas743            Pavarde743    3    6    6    4    5      9
Vardas744            Pavarde744    5    1   10    8    3      5
Vardas745            Pavarde745    8    4    9   10    8      9
Vardas746            Pavarde746    4    1    7    9    3      2
Vardas747            Pavarde747    2   10    8    5    2      6
Vardas748            Pavarde748    3    5    5    3    4      1
Vardas749            Pavarde749    5    1    4    7    9      4
Vardas750            Pavarde750    1    1    8    2    1      7
Vardas751            Pavarde751    3    7    3    5    2      7
Vardas752            Pavarde752   10    6   10    6    1      2
Vardas753            Pavarde753    9    9    7    5    7      6
Vardas754            Pavarde754   10    4    8    3    6     10
Vardas755            Pavarde755    6    3    3    9    5      7
Vardas756            Pavarde756    3    4    7    6    8     10
Vardas757            Pavarde757    5   10    3    9    6      5
Vardas758            Pavarde758    7    5    3    5    6     10
Vardas759            Pavarde759    9    5    3    1    4      7
Vardas760            Pavarde760    7    9    3    3   10      5
Vardas761            Pavarde761    3    2    6    8   10      3
Vardas762            Pavarde762    2    5    4    5    7      4
Vardas763            Pavarde763    5    8    5    7    9      4
Vardas764            Pavarde764    9    5    3    3    6      9
Vardas765            Pavarde765    8    7    6    8    8     10
Vardas766            Pavarde766   10    3    3    9    7     10
Vardas767            Pavarde767    8    2    1    4    8      1
Vardas768            Pavarde768    9    4    1    2    9      2
Vardas769            Pavarde769    8    9    1    8    1      9
Vardas770            Pavarde770    8    4    6    7    7     10
Vardas771            Pavarde771    9    2    9    7    8      2
Vardas772            Pavarde772   10    7    9    5    2      6
Vardas773            Pavarde773    1    8    6    3    7     10
Vardas774            Pavarde774    2    7    3    4    3      2
Vardas775            Pavarde775    5    3    8    9    5     10
Vardas776            Pavarde776    6    2    6    2    4      1
Vardas777            Pavarde777    7    3   10    3    8      3
Vardas778            Pavarde778    1    6    6    4    1      3
Vardas779            Pavarde779    9    7    7    7    1     10
Vardas780            Pavarde780    8    5    2    3    8      3
Vardas781            Pavarde781    3    3    6    6    8      4
Vardas782            Pavarde782    1    7    3    5    5      1
Vardas783            Pavarde783    3    8    3    8    4      2
Vardas784            Pavarde784    9    6   10    8   10      2
Vardas785            Pavarde785   10    2    1   10    8      2
Vardas786            Pavarde786    9    4    9    8   10      6
Vardas787            Pavarde787    9   10    5    9    6      1
Vardas788            Pavarde788    3   10    9    3    3      7
Vardas789            Pavarde789    9    8   10    5    4      8
Vardas790            Pavarde790   10    6    5    5    1      2
Vardas791            Pavarde791    6    6    1    1    8      3
Vardas792            Pavarde792    1    7    3    9    7      5
Vardas793            Pavarde793    1    9    7   10    4      3
Vardas794            Pavarde794    7    7    5    4    9      6
Vardas795            Pavarde795    8    2    7    4   10      1
Vardas796            Pavarde796   10    3    6    1    8      5
Vardas797            Pavarde797    9   10   10    6    3     10
Vardas798            Pavarde798    2    1    6    9    4      6
Vardas799            Pavarde799    3    9    2    5    8      2
Vardas800            Pavarde800    5    3    2    7    2      6
Vardas801            Pavarde801    4    4    5   10    3      5
Vardas802            Pavarde802    5   10    9    8    9     10
Vardas803            Pavarde803    9    3    9    5    9      9
Vardas804            Pavarde804    7   10    6    7    2      7
Vardas805            Pavarde805   10    9    5    7    2      9
Vardas806            Pavarde806    3   10    5   10    5     10
Vardas807            Pavarde807    7    9    5    3    4      1
Vardas808            Pavarde808    2   10    8    6    3      6
Vardas809            Pavarde809    6    8    1    7    5      7
Vardas810            Pavarde810    6    6    4   10    2      5
Vardas811            Pavarde811    8    6    7    4    4      5
Vardas812            Pavarde812    7    4   10    4    3      3
Vardas813            Pavarde813    3    9    3    2    3      6
Vardas814            Pavarde814    9    7    7   10    4      4
Vardas815            Pavarde815    7    7    8    3    8      5
Vardas816            Pavarde816    3    5   10    1    5      1
Vardas817            Pavarde817    8    5   10    4    3      4
Vardas818            Pavarde818    6    6    2    1    7     10
Vardas819            Pavarde819    2    5    1    6    8      1
Vardas820            Pavarde820    9    9    9    1    1      8
Vardas821            Pavarde821   10    6    3    9    5      6
Vardas822            Pavarde822    6    6    5    2    5      4
Vardas823            Pavarde823    4    1   10    3    7      3
Vardas824            Pavarde824    1    5   10    5    2      9
Vardas825            Pavarde825    5    4    7    6    7      3
Vardas826            Pavarde826    8    8    6    5   10      4
Vardas827            Pavarde827    1    5    1    5    8      3
Vardas828            Pavarde828    9    9    4    9    9      6
Vardas829            Pavarde829    6    4   10    2    3     10
Vardas830            Pavarde830    5   10    8    1    5     10
Vardas831            Pavarde831    4    9    2    6   10      5
Vardas832            Pavarde832    9    4    9    7    2     10
Vardas833            Pavarde833    1    7    7    4    1      5
Vardas834            Pavarde834    7    4    5   10    9      2
Vardas835            Pavarde835    6    7    9    2    4      1
Vardas836            Pavarde836    2    9    2    6   10      7
Vardas837            Pavarde837    4    8    3    7    1     10
Vardas838            Pavarde838    2    5    4    8   10      7
Vardas839            Pavarde839    8    1    9    2   10      1
Vardas840            Pavarde840   10    5    7    1    3      3
Vardas841            Pavarde841    5   10    5    3    7      5
Vardas842            Pavarde842    5    7   10    8    7      1
Vardas843            Pavarde843    2    3    1    2   10      4
Vardas844            Pavarde844   10    7    3    3    4      6
Vardas845            Pavarde845    7    2    9    5    8      6
Vardas846            Pavarde846   10    1    2    6    1      8
Vardas847            Pavarde847    3    6    6   10    6      8
Vardas848            Pavarde848   10    9    6    4    5      7
Vardas849            Pavarde849    1    2    6    1    8      8
Vardas850            Pavarde850    3    5    6    5    5      2
Vardas851            Pavarde851    9    4    5    1    4      2
Vardas852            Pavarde852    3    9    2    5    1      7
Vardas853            Pavarde853    8    9    7    2    3      5
Vardas854            Pavarde854    9    4    9   10    1      3
Vardas855            Pavarde855    5    9    9    3    7      5
Vardas856            Pavarde856   10   10    2    7   10      8
Vardas857            Pavarde857    1    4   10    7    8      1
Vardas858            Pavarde858    5    7    5    1    5      6
Vardas859            Pavarde859    7    9    6    3   10      6
Vardas860            Pavarde860    2    8    2    2    8      5
Vardas861            Pavarde861    3    8    5    7    9      4
Vardas862            Pavarde862    4   10    5    9   10     10
Vardas863            Pavarde863    7    6    7    4    7      4
Vardas864            Pavarde864    5    1    1    2    3      8
Vardas865            Pavarde865    6    7    8    7    6      1
Vardas866            Pavarde866    8    8    6    4    7      6
Vardas867            Pavarde867   10    1    9    6    1      7
Vardas868            Pavarde868   10    6    5    2    8      7
Vardas869            Pavarde869    3    3    8    1    7     10
Vardas870            Pavarde870    9    1   10    3    6     10
Vardas871            Pavarde871    3    1   10    4    2      2
Vardas872            Pavarde872    5    8    2    8    5      4
Vardas873            Pavarde873   10    6    9    5    7      2
Vardas874            Pavarde874    7    5    2    4    8      5
Vardas875            Pavarde875    6    6    6    2    4     10
Vardas876            Pavarde876    1   10    2    8    6      4
Vardas877            Pavarde877    7    4    6    2    3     10
Vardas878            Pavarde878    9    9    8    5    8      4
Vardas879            Pavarde879    7   10    5    6    4      3
Vardas880            Pavarde880    4    7    5   10    6      1
Vardas881            Pavarde881    3    1    9    5    7      8
Vardas882            Pavarde882    5    9    9    9    5     10
Vardas883            Pavarde883    3    9    2    2    6      4
Vardas884            Pavarde884    6    7    8   10    5      3
Vardas885            Pavarde885    1    4    9    3    8      2
Vardas886            Pavarde886    8    3    5    2    3      4
Vardas887            Pavarde887    1    5   10    3    8      9
Vardas888            Pavarde888    1    5    4   10    6      3
Vardas889            Pavarde889    6    9    4    2    9      3
Vardas890            Pavarde890    7    9    4    2   10     10
Vardas891            Pavarde891    5    3    2    3    1      4
Vardas892            Pavarde892    8    2    6    8    2      3
Vardas893            Pavarde893    6    2    4    9    2      4
Vardas894            Pavarde894    1    7   10    7    9      6
Vardas895            Pavarde895   10    5    4    8    9      6
Vardas896            Pavarde896    2    9    4    6    3      2
Vardas897            Pavarde897    5    9    5    3    2     10
Vardas898            Pavarde898    6   10    4    5    9      9
Vardas899            Pavarde899    9    8    8    5    4     10
Vardas900            Pavarde900    7    1    1    9    3      9
Vardas901            Pavarde901    9    2    4    4    9      1
Vardas902            Pavarde902    8    8    3    5    5      4
Vardas903            Pavarde903    4    1    5    4   10      4
Vardas904            Pavarde904    9   10    3    4    5      8
Vardas905            Pavarde905    6    6    3    4    7      3
Vardas906            Pavarde906    5    5    6    4    1      2
Vardas907            Pavarde907    9    2    6    1    8      3
Vardas908            Pavarde908    1    9    2    9    6      4
Vardas909            Pavarde909    6    5    5   10    4     10
Vardas910            Pavarde910    1    6   10    8    3     10
Vardas911            Pavarde911    2    7    5   10    9      4
Vardas912            Pavarde912    3    1    9    1   10      4
Vardas913            Pavarde913    2    5   10    9    5     10
Vardas914            Pavarde914    3    4    2    8    8      8
Vardas915            Pavarde915    1   10    8    9    9      5
Vardas916            Pavarde916    5    1    5   10    4     10
Vardas917            Pavarde917    6    3    1    6    5      2
Vardas918            Pavarde918    6   10    2    1    4      3
Vardas919            Pavarde919    7    9    9    1    6      6
Vardas920            Pavarde920    7   10    4    8    2      2
Vardas921            Pavarde921    5    3    4    8   10      4
Vardas922            Pavarde922    3    6    3    7    2     10
Vardas923            Pavarde923    6    5    3    1    8      2
Vardas924            Pavarde924    6   10    3    2    9      2
Vardas925            Pavarde925    8    2    9    1    8      2
Vardas926            Pavarde926    9    4    7    6    1     10
Vardas927            Pavarde927    2    1    9    1   10      6
Vardas928            Pavarde928    5    1   10    6    6      4
Vardas929            Pavarde929    7    3    6   10    7      9
Vardas930            Pavarde930    4    1    4   10    6     10
Vardas931            Pavarde931    8    8    7    3    2      6
Vardas932            Pavarde932    9    4    7   10    5     10
Vardas933            Pavarde933    6    3    9   10    5      7
Vardas934            Pavarde934    6    6    1    4    7      1
Vardas935            Pavarde935    7    2    3    1    2      2
Vardas936            Pavarde936    1    9    6    8    9      2
Vardas937            Pavarde937    8    7    5   10    1      3
Vardas938            Pavarde938    9    1    5    5    9      2
Vardas939            Pavarde939    5    6    1    3    4      7
Vardas940            Pavarde940    7    9    9    3    9      8
Vardas941            Pavarde941    5    6    2    5    6      6
Vardas942            Pavarde942    8    8    5    7    5      4
Vardas943            Pavarde943    8    2    4    8    8      4
Vardas944            Pavarde944    2    1    4    3    5      4
Vardas945            Pavarde945    6    8    9    6    7      9
Vardas946            Pavarde946    9    7    1    9    2      5
Vardas947            Pavarde947    3    3    3    7    7      4
Vardas948            Pavarde948    8    5    5    8    1      3
Vardas949            Pavarde949    4    4    9    8    6      5
Vardas950            Pavarde950    2    2    7    7    4      6
Vardas951            Pavarde951    2    9    4    5    5      2
Vardas952            Pavarde952    7    7    8    8    6      2
Vardas953            Pavarde953    8    7    1   10    6      6
Vardas954            Pavarde954    1    2    7   10    5      4
Vardas955            Pavarde955   10    3   10    1    2      7
Vardas956            Pavarde956    6    4    4    6    7      4
Vardas957            Pavarde957    4    7    9    8    7     10
Vardas958            Pavarde958    6    6    3    3    2      4
Vardas959            Pavarde959    2    6    1    7    5     10
Vardas960            Pavarde960    6    3   10    9   10      8
Vardas961            Pavarde961    9    5    6    1   10      6
Vardas962            Pavarde962    8    7    2   10   10      2
Vardas963            Pavarde963    1    7    4    9    8      5
Vardas964            Pavarde964    5    1    4    4    4     10
Vardas965            Pavarde965   10    2    9    4    9      3
Vardas966            Pavarde966    1    8    9    3    4      8
Vardas967            Pavarde967    8    5   10    9    1      5
Vardas968            Pavarde968    3   10    6    5    3      5
Vardas969            Pavarde969    5    7    5    9    6      1
Vardas970            Pavarde970    9    3    2   10    5      5
Vardas971            Pavarde971    8    6    3    9    4      5
Vardas972            Pavarde972    9    9    3    9    8      2
Vardas973            Pavarde973    6    1    4    9    8      7
Vardas974            Pavarde974    4    1    9    2    9      2
Vardas975            Pavarde975    7    3    4   10    3      3
Vardas976            Pavarde976    7    3    9    8    5      1
Vardas977            Pavarde977    7    7    9    2    7      3
Vardas978            Pavarde978    7    5   10   10    7      9
Vardas979            Pavarde979    7    7    1    8    6     10
Vardas980            Pavarde980    5   10    8   10    4      7
Vardas981            Pavarde981    1    4    2    1    8      1
Vardas982            Pavarde982    5    3    4    4    1      8
Vardas983            Pavarde983   10    4    8    7    7     10
Vardas984            Pavarde984    8    5    5    7    9      1
Vardas985            Pavarde985    6    9    7    5    2      2
Vardas986            Pavarde986    1    2    9    1    7      9
Vardas987            Pavarde987    8    9    1    6    3      1
Vardas988            Pavarde988    2   10    5   10    3      2
Vardas989            Pavarde989   10    8    4    8   10      4
Vardas990            Pavarde990   10    3    7   10    6      3
Vardas991            Pavarde991    8    8    3    7    7     10
Vardas992            Pavarde992    1    8    8    1    7      5
Vardas993            Pavarde993    7    2    9    5    6      1
Vardas994            Pavarde994    3    2    7    4    3      8
Vardas995            Pavarde995    9    1    1    4    4      7
Vardas996            Pavarde996    2    6    6    5    7      3
Vardas997            Pavarde997    3    1    8    3   10      4
Vardas998            Pavarde998   10    9    2    7    3      2
Vardas999            Pavarde999    8    9    6    8    4      7
Vardas1000          Pavarde1000    9    5    4    6   10      6
