Vardas         Pavarde         ND1  ND2  ND3  ND4  ND5     Egz.
Vardas558      Pavarde558      4    8    9    6    1         10
Vardas559      Pavarde559      5    2    10   9    9          5
Vardas560      Pavarde560      3    8    10   8    9          3
Vardas561      Pavarde561      7    9    3    7    10         5
Vardas562      Pavarde562      1    8    4    9    3          9
Vardas563      Pavarde563      5    7    4    2    7          7
Vardas564      Pavarde564      4    6    9    10   2          4
Vardas565      Pavarde565      9    3    1    9    2          7
Vardas566      Pavarde566      4    4    7    8    8          3
Vardas567      Pavarde567      10   5    9    6    8          6
Vardas568      Pavarde568      5    3    4    8    1          9
Vardas569      Pavarde569      6    3    10   7    9          1
Vardas570      Pavarde570      1    5    3    9    10         4
Vardas571      Pavarde571      10   1    8    7    7          1
Vardas572      Pavarde572      7    3    5    8    2          5
Vardas573      Pavarde573      5    6    2    1    1          9
Vardas574      Pavarde574      1    7    9    4    9          1
Vardas575      Pavarde575      1    2    7    3    2          6
Vardas576      Pavarde576      3    5    9    7    2          7
Vardas577      Pavarde577      8    5    3    1    9          6
Vardas578      Pavarde578      8    6    2    2    10         3
Vardas579      Pavarde579      7    8    4    9    6          4
Vardas580      Pavarde580      8    1    1    2    5          2
Vardas581      Pavarde581      8    3    3    6    3          3
Vardas582      Pavarde582      3    2    8    10   4          8
Vardas583      Pavarde583      3    4    5    3    10        10
Vardas584      Pavarde584      9    8    7    6    9          5
Vardas585      Pavarde585      9    3    10   1    6          2
Vardas586      Pavarde586      10   6    9    6    10         5
Vardas587      Pavarde587      4    3    6    2    2          1
Vardas588      Pavarde588      1    8    8    8    4          2
Vardas589      Pavarde589      3    7    10   10   7         10
Vardas590      Pavarde590      2    5    5    7    7          2
Vardas591      Pavarde591      5    1    10   1    6          2
Vardas592      Pavarde592      4    4    3    8    5          3
Vardas593      Pavarde593      4    5    1    8    5          6
Vardas594      Pavarde594      3    9    3    10   8          2
Vardas595      Pavarde595      5    5    7    1    8          9
Vardas596      Pavarde596      2    2    4    10   8          5
Vardas597      Pavarde597      2    1    10   6    7          9
Vardas598      Pavarde598      2    1    10   8    4          5
Vardas599      Pavarde599      10   1    10   6    8          1
Vardas600      Pavarde600      8    8    1    9    10         3
Vardas601      Pavarde601      9    10   2    1    9         10
Vardas602      Pavarde602      9    8    9    3    9          1
Vardas603      Pavarde603      10   8    2    10   1          6
Vardas604      Pavarde604      9    8    5    10   1          7
Vardas605      Pavarde605      8    6    2    7    10         5
Vardas606      Pavarde606      8    8    4    3    3          4
Vardas607      Pavarde607      2    9    7    2    9          9
Vardas608      Pavarde608      7    8    4    1    6          2
Vardas609      Pavarde609      3    7    9    8    9          3
Vardas610      Pavarde610      7    10   2    8    4          7
Vardas611      Pavarde611      7    8    1    7    9         10
Vardas612      Pavarde612      8    10   6    4    6          5
Vardas613      Pavarde613      4    8    1    4    4          3
Vardas614      Pavarde614      7    6    2    9    4          7
Vardas615      Pavarde615      2    2    10   6    1          1
Vardas616      Pavarde616      10   7    10   1    3          6
Vardas617      Pavarde617      1    6    8    9    4         10
Vardas618      Pavarde618      6    8    6    9    10         3
Vardas619      Pavarde619      10   4    5    8    3          9
Vardas620      Pavarde620      1    10   2    10   8          9
Vardas621      Pavarde621      3    4    6    10   9          7
Vardas622      Pavarde622      8    4    10   4    5          4
Vardas623      Pavarde623      2    6    4    1    10         5
Vardas624      Pavarde624      6    9    8    7    2          9
Vardas625      Pavarde625      10   2    3    9    6          7
Vardas626      Pavarde626      5    5    4    8    6          9
Vardas627      Pavarde627      4    6    9    1    2          9
Vardas628      Pavarde628      1    9    2    3    8          1
Vardas629      Pavarde629      7    8    4    2    4          1
Vardas630      Pavarde630      8    2    1    6    8          3
Vardas631      Pavarde631      7    10   6    4    9          2
Vardas632      Pavarde632      2    7    7    9    5          3
Vardas633      Pavarde633      1    8    7    8    4          8
Vardas634      Pavarde634      8    3    3    6    5          6
Vardas635      Pavarde635      5    9    5    7    9          8
Vardas636      Pavarde636      8    10   3    7    8          6
Vardas637      Pavarde637      4    5    2    2    5          4
Vardas638      Pavarde638      1    6    8    9    2          7
Vardas639      Pavarde639      4    2    9    1    10         6
Vardas640      Pavarde640      5    6    2    6    9          2
Vardas641      Pavarde641      5    6    8    1    7         10
Vardas642      Pavarde642      1    9    7    4    8          3
Vardas643      Pavarde643      5    2    5    2    8          3
Vardas644      Pavarde644      9    8    5    9    7          9
Vardas645      Pavarde645      6    10   3    4    9          3
Vardas646      Pavarde646      8    9    3    10   5          6
Vardas647      Pavarde647      2    10   2    7    3          6
Vardas648      Pavarde648      9    6    5    7    5          5
Vardas649      Pavarde649      9    6    5    5    8          6
Vardas650      Pavarde650      5    10   10   5    1          2
Vardas651      Pavarde651      8    5    6    8    3          2
Vardas652      Pavarde652      8    10   7    8    2          4
Vardas653      Pavarde653      10   8    2    7    9          8
Vardas654      Pavarde654      8    5    1    1    4          4
Vardas655      Pavarde655      1    5    2    1    9         10
Vardas656      Pavarde656      4    8    9    10   5          8
Vardas657      Pavarde657      8    1    8    5    8          2
Vardas658      Pavarde658      1    9    7    4    8          2
Vardas659      Pavarde659      8    8    7    9    1         10
Vardas660      Pavarde660      4    7    8    8    4          6
Vardas661      Pavarde661      1    10   9    2    5          3
Vardas662      Pavarde662      4    9    1    7    5          2
Vardas663      Pavarde663      8    10   4    4    2          5
Vardas664      Pavarde664      3    1    4    6    10         3
Vardas665      Pavarde665      5    2    4    9    8          8
Vardas666      Pavarde666      10   4    10   4    4          8
Vardas667      Pavarde667      2    4    4    5    5          5
Vardas668      Pavarde668      1    1    7    5    1          2
Vardas669      Pavarde669      9    7    5    6    3          1
Vardas670      Pavarde670      2    5    9    10   5          4
Vardas671      Pavarde671      7    6    1    7    10         4
Vardas672      Pavarde672      4    10   8    1    6          8
Vardas673      Pavarde673      3    7    3    9    1          7
Vardas674      Pavarde674      3    4    3    2    9          7
Vardas675      Pavarde675      4    9    4    3    8          4
Vardas676      Pavarde676      5    1    3    5    2          3
Vardas677      Pavarde677      10   5    4    10   8          3
Vardas678      Pavarde678      4    2    9    4    10         2
Vardas679      Pavarde679      5    7    9    8    8         10
Vardas680      Pavarde680      6    8    5    9    4          1
Vardas681      Pavarde681      2    8    7    9    9          4
Vardas682      Pavarde682      5    6    4    7    2         10
Vardas683      Pavarde683      7    5    10   9    9          7
Vardas684      Pavarde684      4    8    1    4    9         10
Vardas685      Pavarde685      4    9    7    7    7          6
Vardas686      Pavarde686      3    1    1    3    6          8
Vardas687      Pavarde687      9    5    2    10   10         7
Vardas688      Pavarde688      10   5    9    5    3          1
Vardas689      Pavarde689      5    5    8    3    3          9
Vardas690      Pavarde690      4    5    2    2    8          9
Vardas691      Pavarde691      4    5    2    7    8          3
Vardas692      Pavarde692      4    2    4    3    8          4
Vardas693      Pavarde693      5    5    4    7    8          1
Vardas694      Pavarde694      10   4    10   5    1          9
Vardas695      Pavarde695      10   9    9    10   2          4
Vardas696      Pavarde696      5    2    2    8    7          4
Vardas697      Pavarde697      8    5    6    4    10         9
Vardas698      Pavarde698      4    10   9    10   6          7
Vardas699      Pavarde699      9    4    4    6    5          6
Vardas700      Pavarde700      3    1    2    1    8          3
Vardas701      Pavarde701      10   4    2    8    6          3
Vardas702      Pavarde702      9    9    9    2    1          9
Vardas703      Pavarde703      9    3    9    1    3          9
Vardas704      Pavarde704      8    2    6    2    7          4
Vardas705      Pavarde705      8    5    5    9    7         10
Vardas706      Pavarde706      1    5    3    8    9          5
Vardas707      Pavarde707      10   6    5    4    7          1
Vardas708      Pavarde708      5    5    6    1    3          7
Vardas709      Pavarde709      2    6    6    10   5          8
Vardas710      Pavarde710      4    8    1    8    5         10
Vardas711      Pavarde711      4    4    9    6    5          3
Vardas712      Pavarde712      6    3    10   3    1          6
Vardas713      Pavarde713      4    9    5    9    3          8
Vardas714      Pavarde714      10   1    1    2    10         3
Vardas715      Pavarde715      2    1    4    8    7          6
Vardas716      Pavarde716      10   8    1    4    1          8
Vardas717      Pavarde717      1    10   1    8    9          9
Vardas718      Pavarde718      3    1    8    3    5          5
Vardas719      Pavarde719      8    5    8    3    2          9
Vardas720      Pavarde720      10   6    10   6    1          8
Vardas721      Pavarde721      2    5    1    8    9          5
Vardas722      Pavarde722      8    9    1    4    6          2
Vardas723      Pavarde723      8    2    4    9    4         10
Vardas724      Pavarde724      4    9    2    8    5          3
Vardas725      Pavarde725      7    8    10   1    8          6
Vardas726      Pavarde726      3    2    4    1    4          4
Vardas727      Pavarde727      10   8    7    1    9          8
Vardas728      Pavarde728      3    2    1    1    1          8
Vardas729      Pavarde729      5    3    3    9    5          3
Vardas730      Pavarde730      1    6    2    9    8          7
Vardas731      Pavarde731      4    2    5    8    9          9
Vardas732      Pavarde732      6    10   10   6    6          6
Vardas733      Pavarde733      4    3    5    8    4         10
Vardas734      Pavarde734      3    3    1    8    8          5
Vardas735      Pavarde735      7    1    2    1    3          9
Vardas736      Pavarde736      6    8    2    7    4         10
Vardas737      Pavarde737      2    6    6    7    4         10
Vardas738      Pavarde738      7    8    10   8    9          8
Vardas739      Pavarde739      5    1    7    2    8          4
Vardas740      Pavarde740      10   9    9    2    6          6
Vardas741      Pavarde741      4    7    1    7    10         5
Vardas742      Pavarde742      8    3    6    10   4          3
Vardas743      Pavarde743      2    7    1    4    6          9
Vardas744      Pavarde744      10   8    2    4    5          8
Vardas745      Pavarde745      10   8    9    6    3          3
Vardas746      Pavarde746      3    4    1    8    6          2
Vardas747      Pavarde747      5    3    1    1    3          7
Vardas748      Pavarde748      10   1    2    8    7          2
Vardas749      Pavarde749      2    7    2    8    10         7
Vardas750      Pavarde750      7    9    4    7    10         6
Vardas751      Pavarde751      8    5    6    9    5          9
Vardas752      Pavarde752      3    9    7    9    5          1
Vardas753      Pavarde753      5    10   10   1    9         10
Vardas754      Pavarde754      5    5    4    5    5         10
Vardas755      Pavarde755      10   1    4    10   5          6
Vardas756      Pavarde756      8    8    10   1    10         5
Vardas757      Pavarde757      9    8    7    6    2          4
Vardas758      Pavarde758      2    3    8    3    4          2
Vardas759      Pavarde759      4    9    6    4    1          6
Vardas760      Pavarde760      10   4    8    3    3          5
Vardas761      Pavarde761      9    8    8    9    7          4
Vardas762      Pavarde762      6    8    3    4    9          6
Vardas763      Pavarde763      7    6    1    6    3          5
Vardas764      Pavarde764      8    6    9    10   5          9
Vardas765      Pavarde765      3    1    6    4    4         10
Vardas766      Pavarde766      6    10   4    4    6          9
Vardas767      Pavarde767      4    2    4    4    7          1
Vardas768      Pavarde768      1    1    3    9    3          5
Vardas769      Pavarde769      7    7    8    1    8          2
Vardas770      Pavarde770      2    4    6    9    4          9
Vardas771      Pavarde771      6    10   8    3    6          4
Vardas772      Pavarde772      2    6    1    6    8          7
Vardas773      Pavarde773      6    2    4    10   10         8
Vardas774      Pavarde774      8    2    2    8    4          7
Vardas775      Pavarde775      3    4    6    8    3          1
Vardas776      Pavarde776      8    1    3    2    8          4
Vardas777      Pavarde777      10   1    4    6    3          2
Vardas778      Pavarde778      5    3    10   9    8          4
Vardas779      Pavarde779      4    7    4    10   4          7
Vardas780      Pavarde780      6    4    6    1    10         2
Vardas781      Pavarde781      2    5    8    3    4          5
Vardas782      Pavarde782      4    4    5    9    2          1
Vardas783      Pavarde783      4    9    8    8    3          1
Vardas784      Pavarde784      8    7    8    3    3          7
Vardas785      Pavarde785      7    9    2    5    10         4
Vardas786      Pavarde786      2    8    3    4    6         10
Vardas787      Pavarde787      1    2    2    5    10         7
Vardas788      Pavarde788      2    8    8    5    5          7
Vardas789      Pavarde789      6    9    5    7    10         8
Vardas790      Pavarde790      8    3    8    5    6          2
Vardas791      Pavarde791      2    6    9    5    7         10
Vardas792      Pavarde792      4    8    4    2    5          9
Vardas793      Pavarde793      1    7    7    1    4          3
Vardas794      Pavarde794      5    10   3    8    7          4
Vardas795      Pavarde795      2    9    9    5    1          7
Vardas796      Pavarde796      4    2    2    7    6          5
Vardas797      Pavarde797      6    5    6    9    1          9
Vardas798      Pavarde798      6    5    4    1    2         10
Vardas799      Pavarde799      2    10   7    10   6          9
Vardas800      Pavarde800      9    4    4    2    4          7
Vardas801      Pavarde801      4    2    5    1    8          6
Vardas802      Pavarde802      7    8    7    4    6          6
Vardas803      Pavarde803      6    2    6    7    5          7
Vardas804      Pavarde804      6    6    4    8    10         2
Vardas805      Pavarde805      2    4    6    1    5          5
Vardas806      Pavarde806      8    9    8    10   10         8
Vardas807      Pavarde807      4    10   6    2    6         10
Vardas808      Pavarde808      2    6    6    9    6          7
Vardas809      Pavarde809      6    4    3    9    7          2
Vardas810      Pavarde810      8    1    1    4    2          9
Vardas811      Pavarde811      6    6    8    9    7          1
Vardas812      Pavarde812      2    3    5    6    10         1
Vardas813      Pavarde813      1    8    2    1    6          1
Vardas814      Pavarde814      8    1    8    6    3          5
Vardas815      Pavarde815      2    10   9    2    10        10
Vardas816      Pavarde816      10   7    3    1    10         1
Vardas817      Pavarde817      2    8    9    6    4          3
Vardas818      Pavarde818      6    5    7    7    1          4
Vardas819      Pavarde819      6    6    8    6    3          3
Vardas820      Pavarde820      7    8    10   7    4          5
Vardas821      Pavarde821      3    7    4    7    4          3
Vardas822      Pavarde822      6    2    5    8    1          3
Vardas823      Pavarde823      9    4    5    10   4          9
Vardas824      Pavarde824      4    9    8    5    3         10
Vardas825      Pavarde825      9    3    10   1    1          1
Vardas826      Pavarde826      2    1    4    6    1          7
Vardas827      Pavarde827      1    2    3    2    8          9
Vardas828      Pavarde828      9    5    6    4    3          1
Vardas829      Pavarde829      5    2    8    10   3          1
Vardas830      Pavarde830      6    1    4    1    5          6
Vardas831      Pavarde831      7    1    2    7    8          2
Vardas832      Pavarde832      2    7    9    7    7         10
Vardas833      Pavarde833      2    9    2    2    1          9
Vardas834      Pavarde834      2    6    4    10   3          9
Vardas835      Pavarde835      7    3    6    6    3          8
Vardas836      Pavarde836      4    9    8    6    8          3
Vardas837      Pavarde837      3    2    3    9    10        10
Vardas838      Pavarde838      8    2    7    7    2          9
Vardas839      Pavarde839      9    8    8    2    3          2
Vardas840      Pavarde840      7    10   2    6    5          3
Vardas841      Pavarde841      3    5    9    7    8          1
Vardas842      Pavarde842      7    8    3    7    3          1
Vardas843      Pavarde843      4    4    8    9    8          3
Vardas844      Pavarde844      8    7    10   5    5          2
Vardas845      Pavarde845      7    2    3    5    9          4
Vardas846      Pavarde846      9    10   6    7    6          6
Vardas847      Pavarde847      6    7    5    2    5          8
Vardas848      Pavarde848      8    3    8    3    2          7
Vardas849      Pavarde849      5    8    7    6    8          9
Vardas850      Pavarde850      7    6    8    4    2         10
Vardas851      Pavarde851      2    10   4    7    6         10
Vardas852      Pavarde852      7    4    8    3    5          1
Vardas853      Pavarde853      4    1    9    8    5          7
Vardas854      Pavarde854      1    4    8    1    1         10
Vardas855      Pavarde855      4    2    6    10   10         4
Vardas856      Pavarde856      7    6    8    10   6          2
Vardas857      Pavarde857      3    10   10   5    6         10
Vardas858      Pavarde858      4    5    9    3    5          8
Vardas859      Pavarde859      9    7    5    6    4          3
Vardas860      Pavarde860      5    9    1    3    6          7
Vardas861      Pavarde861      10   3    2    3    7          8
Vardas862      Pavarde862      5    3    6    6    5          9
Vardas863      Pavarde863      10   6    2    3    6          3
Vardas864      Pavarde864      3    8    4    3    8          8
Vardas865      Pavarde865      5    3    6    3    3          9
Vardas866      Pavarde866      7    4    2    7    7          8
Vardas867      Pavarde867      7    1    10   10   3          2
Vardas868      Pavarde868      6    1    7    6    8          1
Vardas869      Pavarde869      1    2    5    9    3          2
Vardas870      Pavarde870      8    6    1    6    2          7
Vardas871      Pavarde871      4    6    3    1    10         7
Vardas872      Pavarde872      10   4    1    10   4         10
Vardas873      Pavarde873      2    3    7    2    9          3
Vardas874      Pavarde874      8    10   4    7    5          3
Vardas875      Pavarde875      4    2    4    5    1          1
Vardas876      Pavarde876      10   2    5    1    2          7
Vardas877      Pavarde877      9    7    7    7    5          9
Vardas878      Pavarde878      4    1    8    2    5          8
Vardas879      Pavarde879      8    4    1    9    3          1
Vardas880      Pavarde880      5    4    1    2    10         2
Vardas881      Pavarde881      6    4    3    4    4         10
Vardas882      Pavarde882      6    2    4    2    2          7
Vardas883      Pavarde883      3    6    8    5    2          2
Vardas884      Pavarde884      9    10   1    10   4         10
Vardas885      Pavarde885      3    5    7    2    10         2
Vardas886      Pavarde886      8    1    9    6    9         10
Vardas887      Pavarde887      3    6    2    10   5          5
Vardas888      Pavarde888      7    3    2    4    1          2
Vardas889      Pavarde889      4    6    4    2    1         10
Vardas890      Pavarde890      9    8    8    3    3          3
Vardas891      Pavarde891      6    4    7    2    7          4
Vardas892      Pavarde892      1    10   8    3    5          5
Vardas893      Pavarde893      6    5    2    4    9          1
Vardas894      Pavarde894      1    6    10   1    10         2
Vardas895      Pavarde895      6    3    9    8    2          2
Vardas896      Pavarde896      2    8    6    8    2          1
Vardas897      Pavarde897      5    9    3    10   10         4
Vardas898      Pavarde898      7    5    1    7    3          8
Vardas899      Pavarde899      8    6    2    5    1         10
Vardas900      Pavarde900      10   8    8    7    5          7
Vardas901      Pavarde901      9    5    7    5    4          4
Vardas902      Pavarde902      1    4    4    4    1          6
Vardas903      Pavarde903      3    8    1    6    2         10
Vardas904      Pavarde904      7    4    5    3    10         3
Vardas905      Pavarde905      5    1    10   10   2          3
Vardas906      Pavarde906      9    2    4    9    9         10
Vardas907      Pavarde907      2    1    7    10   7         10
Vardas908      Pavarde908      5    6    3    8    6          8
Vardas909      Pavarde909      1    9    5    2    2          6
Vardas910      Pavarde910      2    8    2    3    2          8
Vardas911      Pavarde911      8    9    10   5    10         1
Vardas912      Pavarde912      10   3    2    4    2          2
Vardas913      Pavarde913      3    6    10   3    2          1
Vardas914      Pavarde914      4    2    2    8    2          6
Vardas915      Pavarde915      3    2    10   3    6          1
Vardas916      Pavarde916      2    8    8    1    1          5
Vardas917      Pavarde917      8    10   1    6    5          5
Vardas918      Pavarde918      7    10   10   1    8          3
Vardas919      Pavarde919      2    9    6    8    8          2
Vardas920      Pavarde920      10   10   3    4    6          6
Vardas921      Pavarde921      2    2    9    3    10         8
Vardas922      Pavarde922      10   8    5    9    8          1
Vardas923      Pavarde923      7    5    9    7    8          4
Vardas924      Pavarde924      9    1    6    7    6          3
Vardas925      Pavarde925      8    2    1    8    5          8
Vardas926      Pavarde926      7    2    3    1    7          9
Vardas927      Pavarde927      9    5    7    8    4          5
Vardas928      Pavarde928      7    10   8    8    10         5
Vardas929      Pavarde929      3    3    4    4    5          3
Vardas930      Pavarde930      1    10   9    1    4         10
Vardas931      Pavarde931      5    2    4    6    1          3
Vardas932      Pavarde932      8    2    6    2    9          1
Vardas933      Pavarde933      8    9    4    1    3          6
Vardas934      Pavarde934      1    4    2    1    6          2
Vardas935      Pavarde935      10   3    2    9    5         10
Vardas936      Pavarde936      8    3    1    3    5          4
Vardas937      Pavarde937      6    1    3    4    5          1
Vardas938      Pavarde938      9    3    4    9    4         10
Vardas939      Pavarde939      3    5    3    4    9          7
Vardas940      Pavarde940      1    9    5    8    1          6
Vardas941      Pavarde941      10   10   7    7    3          9
Vardas942      Pavarde942      9    2    10   7    9          5
Vardas943      Pavarde943      4    9    10   8    7          4
Vardas944      Pavarde944      1    8    8    5    4          1
Vardas945      Pavarde945      10   2    2    9    2          9
Vardas946      Pavarde946      7    2    7    8    2          5
Vardas947      Pavarde947      8    1    3    3    8         10
Vardas948      Pavarde948      4    5    3    6    9          2
Vardas949      Pavarde949      7    5    7    9    4          5
Vardas950      Pavarde950      5    7    4    1    8          6
Vardas951      Pavarde951      4    1    5    10   1          5
Vardas952      Pavarde952      6    10   7    8    7          2
Vardas953      Pavarde953      8    4    8    10   9          9
Vardas954      Pavarde954      6    9    2    3    1          2
Vardas955      Pavarde955      4    9    5    3    4          7
Vardas956      Pavarde956      5    1    5    3    7         10
Vardas957      Pavarde957      9    4    8    8    3          7
Vardas958      Pavarde958      2    7    4    7    8          7
Vardas959      Pavarde959      1    7    5    4    5          7
Vardas960      Pavarde960      2    6    6    8    8          3
Vardas961      Pavarde961      8    1    2    7    9          3
Vardas962      Pavarde962      7    1    7    7    8          5
Vardas963      Pavarde963      9    5    8    1    1          8
Vardas964      Pavarde964      8    7    8    1    1          3
Vardas965      Pavarde965      10   4    4    7    2          3
Vardas966      Pavarde966      5    8    8    5    10         8
Vardas967      Pavarde967      9    9    6    7    5          3
Vardas968      Pavarde968      6    7    2    2    2          8
Vardas969      Pavarde969      9    6    8    6    9          8
Vardas970      Pavarde970      3    2    1    5    8          3
Vardas971      Pavarde971      2    4    4    1    3          4
Vardas972      Pavarde972      7    5    3    5    7          6
Vardas973      Pavarde973      7    3    3    8    1          9
Vardas974      Pavarde974      5    4    3    5    2          1
Vardas975      Pavarde975      3    3    9    1    9          2
Vardas976      Pavarde976      9    1    5    5    8          4
Vardas977      Pavarde977      9    3    7    4    10         6
Vardas978      Pavarde978      9    8    1    4    6          7
Vardas979      Pavarde979      5    2    5    1    10         9
Vardas980      Pavarde980      5    2    1    7    8         10
Vardas981      Pavarde981      2    4    9    7    4         10
Vardas982      Pavarde982      4    1    2    5    5          5
Vardas983      Pavarde983      10   10   3    5    3          5
Vardas984      Pavarde984      6    5    7    10   5          7
Vardas985      Pavarde985      9    9    4    5    2          1
Vardas986      Pavarde986      5    9    9    1    10         8
Vardas987      Pavarde987      1    1    2    9    5          9
Vardas988      Pavarde988      4    8    5    3    1          7
Vardas989      Pavarde989      1    2    5    10   9          5
Vardas990      Pavarde990      9    4    10   3    9          4
Vardas991      Pavarde991      7    9    8    4    10         5
Vardas992      Pavarde992      5    2    8    1    1          5
Vardas993      Pavarde993      2    10   9    1    2          3
Vardas994      Pavarde994      9    2    7    8    6          5
Vardas995      Pavarde995      1    8    6    7    1          8
Vardas996      Pavarde996      7    4    8    10   10         8
Vardas997      Pavarde997      5    9    3    8    5          9
Vardas998      Pavarde998      7    7    7    3    8          3
Vardas999      Pavarde999      9    10   8    3    7          1
Vardas1000     Pavarde1000     2    10   8    8    7         10
