Vardas         Pavarde         ND1  ND2  ND3  ND4  ND5     Egz.
Vardas558      Pavarde558      10   10   1    4    5          4
Vardas559      Pavarde559      2    9    7    10   4          8
Vardas560      Pavarde560      2    2    9    3    9          9
Vardas561      Pavarde561      2    4    3    9    8          5
Vardas562      Pavarde562      9    10   4    8    3         10
Vardas563      Pavarde563      10   9    8    7    5         10
Vardas564      Pavarde564      9    4    10   5    10         1
Vardas565      Pavarde565      2    5    5    5    6          3
Vardas566      Pavarde566      7    1    7    4    1          4
Vardas567      Pavarde567      9    5    7    6    2          2
Vardas568      Pavarde568      10   1    3    3    10         2
Vardas569      Pavarde569      9    2    6    10   3         10
Vardas570      Pavarde570      3    3    10   2    9         10
Vardas571      Pavarde571      9    4    5    6    10         7
Vardas572      Pavarde572      3    7    8    7    3          4
Vardas573      Pavarde573      5    3    1    9    7          4
Vardas574      Pavarde574      8    2    5    4    10         9
Vardas575      Pavarde575      5    5    10   6    1          9
Vardas576      Pavarde576      4    5    10   4    5          5
Vardas577      Pavarde577      7    9    3    5    8          3
Vardas578      Pavarde578      5    8    4    5    7          8
Vardas579      Pavarde579      3    8    6    8    10         3
Vardas580      Pavarde580      6    4    5    1    4          7
Vardas581      Pavarde581      5    2    3    5    1          9
Vardas582      Pavarde582      1    2    1    7    10         5
Vardas583      Pavarde583      9    10   2    2    3          3
Vardas584      Pavarde584      8    4    2    9    6          5
Vardas585      Pavarde585      3    2    8    9    2          4
Vardas586      Pavarde586      9    9    1    7    6          5
Vardas587      Pavarde587      10   9    4    10   7          7
Vardas588      Pavarde588      1    10   2    4    7          1
Vardas589      Pavarde589      8    3    2    5    6          5
Vardas590      Pavarde590      1    4    2    3    2          5
Vardas591      Pavarde591      6    5    1    5    2          1
Vardas592      Pavarde592      1    10   3    3    1          3
Vardas593      Pavarde593      4    8    4    9    6          3
Vardas594      Pavarde594      4    5    2    4    2          8
Vardas595      Pavarde595      8    5    4    7    5          5
Vardas596      Pavarde596      1    6    4    7    4          8
Vardas597      Pavarde597      4    2    5    7    5          3
Vardas598      Pavarde598      4    10   10   1    9          9
Vardas599      Pavarde599      1    7    1    1    6          7
Vardas600      Pavarde600      6    9    7    7    1          2
Vardas601      Pavarde601      7    8    5    10   7          1
Vardas602      Pavarde602      6    9    10   4    5          1
Vardas603      Pavarde603      9    4    7    10   1          8
Vardas604      Pavarde604      9    5    4    8    9          2
Vardas605      Pavarde605      4    10   6    9    5          7
Vardas606      Pavarde606      6    5    7    4    3          6
Vardas607      Pavarde607      1    10   10   7    5          5
Vardas608      Pavarde608      3    1    4    8    6          3
Vardas609      Pavarde609      5    4    10   1    4          1
Vardas610      Pavarde610      10   5    5    1    3          6
Vardas611      Pavarde611      10   5    4    3    2          1
Vardas612      Pavarde612      1    3    1    6    3          4
Vardas613      Pavarde613      2    1    5    2    8          8
Vardas614      Pavarde614      4    3    4    4    4          6
Vardas615      Pavarde615      1    5    6    3    2          8
Vardas616      Pavarde616      8    10   1    9    9          4
Vardas617      Pavarde617      3    5    5    10   8          2
Vardas618      Pavarde618      2    3    9    6    1          9
Vardas619      Pavarde619      7    6    9    3    6          3
Vardas620      Pavarde620      7    6    8    2    4          9
Vardas621      Pavarde621      5    3    5    6    9          1
Vardas622      Pavarde622      9    6    10   10   2          2
Vardas623      Pavarde623      2    2    3    9    2          8
Vardas624      Pavarde624      1    8    2    5    3          5
Vardas625      Pavarde625      5    10   10   4    4          7
Vardas626      Pavarde626      2    6    5    9    6          1
Vardas627      Pavarde627      1    3    3    3    3          8
Vardas628      Pavarde628      2    7    4    10   4          1
Vardas629      Pavarde629      2    5    3    8    8          5
Vardas630      Pavarde630      5    6    7    9    3          6
Vardas631      Pavarde631      5    10   6    6    7          9
Vardas632      Pavarde632      10   9    2    3    7          1
Vardas633      Pavarde633      7    10   4    5    8          6
Vardas634      Pavarde634      10   2    8    8    1          4
Vardas635      Pavarde635      2    9    9    7    2          7
Vardas636      Pavarde636      8    2    5    9    3          4
Vardas637      Pavarde637      7    9    5    6    4          3
Vardas638      Pavarde638      9    1    7    6    10         6
Vardas639      Pavarde639      7    8    1    9    4          5
Vardas640      Pavarde640      1    5    10   3    2          3
Vardas641      Pavarde641      3    8    9    10   9          2
Vardas642      Pavarde642      2    2    8    8    9          1
Vardas643      Pavarde643      9    6    10   1    7          1
Vardas644      Pavarde644      4    7    4    8    5          3
Vardas645      Pavarde645      5    3    9    4    8          2
Vardas646      Pavarde646      2    7    9    8    8          3
Vardas647      Pavarde647      8    7    3    2    8          4
Vardas648      Pavarde648      10   10   6    4    3          4
Vardas649      Pavarde649      4    4    5    2    7          6
Vardas650      Pavarde650      7    9    4    5    1          6
Vardas651      Pavarde651      8    2    5    10   5          1
Vardas652      Pavarde652      6    1    7    4    10         5
Vardas653      Pavarde653      8    5    9    2    8          7
Vardas654      Pavarde654      1    9    7    7    3          5
Vardas655      Pavarde655      3    6    9    7    9          7
Vardas656      Pavarde656      1    2    10   7    8          1
Vardas657      Pavarde657      5    7    10   9    2          8
Vardas658      Pavarde658      7    2    1    7    2         10
Vardas659      Pavarde659      3    9    6    1    10        10
Vardas660      Pavarde660      8    2    6    8    10        10
Vardas661      Pavarde661      7    7    9    10   2          1
Vardas662      Pavarde662      9    9    1    6    7          6
Vardas663      Pavarde663      10   9    8    5    5         10
Vardas664      Pavarde664      9    1    2    10   8          3
Vardas665      Pavarde665      8    6    7    4    1          3
Vardas666      Pavarde666      6    4    5    6    10         5
Vardas667      Pavarde667      2    4    5    6    2          6
Vardas668      Pavarde668      7    4    10   4    4         10
Vardas669      Pavarde669      9    10   1    4    4          2
Vardas670      Pavarde670      5    8    4    2    2          9
Vardas671      Pavarde671      7    1    9    3    5          1
Vardas672      Pavarde672      3    1    10   2    8          7
Vardas673      Pavarde673      9    3    2    7    2         10
Vardas674      Pavarde674      6    2    1    8    7          4
Vardas675      Pavarde675      7    5    9    7    10         6
Vardas676      Pavarde676      3    2    4    4    10        10
Vardas677      Pavarde677      10   8    5    7    10         7
Vardas678      Pavarde678      2    7    2    8    5          1
Vardas679      Pavarde679      3    3    2    1    2          4
Vardas680      Pavarde680      7    2    5    4    1          1
Vardas681      Pavarde681      1    9    7    5    7          4
Vardas682      Pavarde682      5    10   3    10   4          1
Vardas683      Pavarde683      1    2    8    5    8          9
Vardas684      Pavarde684      2    2    9    7    6         10
Vardas685      Pavarde685      5    5    3    2    5          5
Vardas686      Pavarde686      9    4    6    1    9          7
Vardas687      Pavarde687      9    1    8    9    6          1
Vardas688      Pavarde688      8    10   10   7    8          2
Vardas689      Pavarde689      6    1    3    3    3          1
Vardas690      Pavarde690      3    10   10   10   4          7
Vardas691      Pavarde691      5    4    5    1    9          6
Vardas692      Pavarde692      7    7    2    1    8         10
Vardas693      Pavarde693      1    9    4    3    2          2
Vardas694      Pavarde694      6    5    7    5    1          5
Vardas695      Pavarde695      1    8    9    10   4          9
Vardas696      Pavarde696      4    1    3    7    5          2
Vardas697      Pavarde697      10   8    5    4    7          2
Vardas698      Pavarde698      8    3    1    4    3          2
Vardas699      Pavarde699      1    1    7    5    5          2
Vardas700      Pavarde700      4    7    10   4    2          9
Vardas701      Pavarde701      10   10   3    2    9          8
Vardas702      Pavarde702      2    5    8    5    3          5
Vardas703      Pavarde703      9    1    7    3    5          6
Vardas704      Pavarde704      6    6    4    2    9          6
Vardas705      Pavarde705      6    9    1    3    9          2
Vardas706      Pavarde706      3    4    8    10   3          3
Vardas707      Pavarde707      6    7    5    3    6          9
Vardas708      Pavarde708      5    7    6    6    9          2
Vardas709      Pavarde709      2    5    9    7    3          5
Vardas710      Pavarde710      10   7    9    4    2          8
Vardas711      Pavarde711      6    4    8    4    9          2
Vardas712      Pavarde712      5    1    4    6    6          7
Vardas713      Pavarde713      1    8    7    7    9          1
Vardas714      Pavarde714      2    5    7    6    4          7
Vardas715      Pavarde715      2    2    7    6    9          2
Vardas716      Pavarde716      9    1    10   6    7          5
Vardas717      Pavarde717      8    10   4    4    6          1
Vardas718      Pavarde718      1    7    1    5    1          9
Vardas719      Pavarde719      10   4    4    5    2          5
Vardas720      Pavarde720      9    9    7    5    5          7
Vardas721      Pavarde721      1    6    5    7    4         10
Vardas722      Pavarde722      9    8    3    1    10         2
Vardas723      Pavarde723      1    8    10   9    10         6
Vardas724      Pavarde724      2    4    8    3    3         10
Vardas725      Pavarde725      9    5    6    3    7          1
Vardas726      Pavarde726      8    5    1    8    2          3
Vardas727      Pavarde727      3    6    1    3    3          9
Vardas728      Pavarde728      9    2    10   6    6          4
Vardas729      Pavarde729      10   4    7    1    8          2
Vardas730      Pavarde730      4    10   9    7    7          1
Vardas731      Pavarde731      4    4    10   7    2          5
Vardas732      Pavarde732      10   5    5    4    7         10
Vardas733      Pavarde733      10   8    3    2    1          3
Vardas734      Pavarde734      9    4    9    6    9          5
Vardas735      Pavarde735      4    9    9    2    5          9
Vardas736      Pavarde736      2    3    4    1    9          1
Vardas737      Pavarde737      6    9    8    6    8          4
Vardas738      Pavarde738      7    10   1    4    7          7
Vardas739      Pavarde739      2    6    5    2    7          6
Vardas740      Pavarde740      2    3    9    2    4          4
Vardas741      Pavarde741      5    3    2    4    6          3
Vardas742      Pavarde742      1    1    2    4    9          6
Vardas743      Pavarde743      9    4    7    6    3          3
Vardas744      Pavarde744      10   4    7    6    9          5
Vardas745      Pavarde745      8    8    10   8    3          3
Vardas746      Pavarde746      1    1    8    1    8          2
Vardas747      Pavarde747      7    9    4    2    7          4
Vardas748      Pavarde748      7    3    3    5    9         10
Vardas749      Pavarde749      10   1    4    4    6          2
Vardas750      Pavarde750      1    4    6    5    6          7
Vardas751      Pavarde751      3    3    5    8    9          9
Vardas752      Pavarde752      2    4    3    2    6          6
Vardas753      Pavarde753      3    6    2    4    8          5
Vardas754      Pavarde754      8    8    5    4    9          6
Vardas755      Pavarde755      1    9    10   4    1          4
Vardas756      Pavarde756      5    1    6    6    10         8
Vardas757      Pavarde757      10   2    10   6    9          8
Vardas758      Pavarde758      10   8    7    4    6          2
Vardas759      Pavarde759      7    8    1    1    4          8
Vardas760      Pavarde760      1    7    10   5    3          6
Vardas761      Pavarde761      5    5    6    5    4          4
Vardas762      Pavarde762      10   6    3    6    9          3
Vardas763      Pavarde763      3    8    5    8    5          9
Vardas764      Pavarde764      3    2    5    4    10         7
Vardas765      Pavarde765      8    10   3    4    3          9
Vardas766      Pavarde766      1    3    10   7    9          7
Vardas767      Pavarde767      8    7    1    1    7          2
Vardas768      Pavarde768      9    6    2    3    10         6
Vardas769      Pavarde769      10   4    4    7    10         1
Vardas770      Pavarde770      1    1    8    2    7          1
Vardas771      Pavarde771      2    1    10   3    6          2
Vardas772      Pavarde772      4    10   7    3    9          8
Vardas773      Pavarde773      8    10   6    10   3          9
Vardas774      Pavarde774      5    4    1    7    6          1
Vardas775      Pavarde775      1    5    1    10   10         4
Vardas776      Pavarde776      3    3    10   4    10         7
Vardas777      Pavarde777      10   4    5    1    7          1
Vardas778      Pavarde778      9    4    10   3    7          6
Vardas779      Pavarde779      10   9    7    8    10         6
Vardas780      Pavarde780      7    2    1    2    4          5
Vardas781      Pavarde781      3    10   10   6    2         10
Vardas782      Pavarde782      3    10   7    3    8          1
Vardas783      Pavarde783      7    10   6    3    3          3
Vardas784      Pavarde784      8    5    10   3    4          7
Vardas785      Pavarde785      2    1    9    5    6          3
Vardas786      Pavarde786      8    5    8    2    2         10
Vardas787      Pavarde787      1    6    9    5    9          1
Vardas788      Pavarde788      10   5    4    8    9          8
Vardas789      Pavarde789      2    4    9    6    8          3
Vardas790      Pavarde790      4    8    10   4    8          6
Vardas791      Pavarde791      7    8    8    1    9          8
Vardas792      Pavarde792      10   8    3    5    6          1
Vardas793      Pavarde793      7    10   10   1    10         6
Vardas794      Pavarde794      2    10   9    7    7          9
Vardas795      Pavarde795      7    5    8    9    8          1
Vardas796      Pavarde796      5    4    3    2    2          4
Vardas797      Pavarde797      1    4    6    9    6          9
Vardas798      Pavarde798      6    1    2    4    1          6
Vardas799      Pavarde799      3    10   5    2    5          8
Vardas800      Pavarde800      8    1    9    8    10         1
Vardas801      Pavarde801      5    2    1    10   10         9
Vardas802      Pavarde802      8    8    5    3    2          9
Vardas803      Pavarde803      9    5    10   4    8          2
Vardas804      Pavarde804      4    2    8    8    3          3
Vardas805      Pavarde805      9    6    3    9    10         6
Vardas806      Pavarde806      8    10   10   2    2          7
Vardas807      Pavarde807      2    2    9    8    1          1
Vardas808      Pavarde808      5    8    1    5    7          7
Vardas809      Pavarde809      10   6    5    4    2         10
Vardas810      Pavarde810      4    4    6    6    4          8
Vardas811      Pavarde811      3    10   6    8    7          9
Vardas812      Pavarde812      6    2    6    1    8          6
Vardas813      Pavarde813      8    6    1    3    4          2
Vardas814      Pavarde814      3    9    10   9    6          6
Vardas815      Pavarde815      4    4    8    4    10         6
Vardas816      Pavarde816      9    7    7    8    1         10
Vardas817      Pavarde817      2    9    7    1    7          5
Vardas818      Pavarde818      1    2    1    4    9          4
Vardas819      Pavarde819      9    10   6    8    9          8
Vardas820      Pavarde820      1    7    3    6    10        10
Vardas821      Pavarde821      1    3    9    5    6          1
Vardas822      Pavarde822      10   5    2    2    10         7
Vardas823      Pavarde823      6    4    6    9    10         9
Vardas824      Pavarde824      1    2    7    6    1          7
Vardas825      Pavarde825      2    1    1    2    5          6
Vardas826      Pavarde826      10   10   5    6    10         9
Vardas827      Pavarde827      3    3    3    5    10        10
Vardas828      Pavarde828      3    2    7    9    3          8
Vardas829      Pavarde829      1    9    1    10   6          7
Vardas830      Pavarde830      8    3    7    4    3          6
Vardas831      Pavarde831      6    5    5    7    2         10
Vardas832      Pavarde832      9    3    3    8    4          7
Vardas833      Pavarde833      3    7    2    9    6          4
Vardas834      Pavarde834      10   1    9    10   4          3
Vardas835      Pavarde835      7    9    3    9    5         10
Vardas836      Pavarde836      1    4    1    3    9          9
Vardas837      Pavarde837      2    2    10   2    2          9
Vardas838      Pavarde838      5    1    2    3    6          2
Vardas839      Pavarde839      5    6    6    4    3          8
Vardas840      Pavarde840      4    4    1    8    7          8
Vardas841      Pavarde841      9    8    9    10   7          3
Vardas842      Pavarde842      8    8    4    8    5         10
Vardas843      Pavarde843      5    5    9    5    1         10
Vardas844      Pavarde844      1    6    2    9    10        10
Vardas845      Pavarde845      5    7    7    6    2          3
Vardas846      Pavarde846      4    2    5    2    2          1
Vardas847      Pavarde847      4    4    1    9    5          7
Vardas848      Pavarde848      7    7    3    8    2          4
Vardas849      Pavarde849      4    1    4    4    3          5
Vardas850      Pavarde850      6    3    10   8    6          8
Vardas851      Pavarde851      1    10   8    2    5          9
Vardas852      Pavarde852      8    7    9    8    2          1
Vardas853      Pavarde853      8    3    8    2    6          9
Vardas854      Pavarde854      6    4    4    4    4          2
Vardas855      Pavarde855      6    8    10   2    7          9
Vardas856      Pavarde856      8    6    7    8    2          8
Vardas857      Pavarde857      8    3    9    8    3          7
Vardas858      Pavarde858      7    10   1    4    2          2
Vardas859      Pavarde859      8    2    2    1    8          3
Vardas860      Pavarde860      10   9    9    8    3          8
Vardas861      Pavarde861      5    3    10   5    2          3
Vardas862      Pavarde862      2    1    1    4    5          3
Vardas863      Pavarde863      10   8    9    1    9          4
Vardas864      Pavarde864      2    3    10   3    3          9
Vardas865      Pavarde865      2    10   8    9    8         10
Vardas866      Pavarde866      9    4    4    1    7          6
Vardas867      Pavarde867      4    6    1    7    1         10
Vardas868      Pavarde868      7    5    1    2    9          6
Vardas869      Pavarde869      4    5    6    9    9          6
Vardas870      Pavarde870      5    7    7    5    2          3
Vardas871      Pavarde871      1    3    6    5    6          8
Vardas872      Pavarde872      6    6    2    1    7          3
Vardas873      Pavarde873      7    1    6    6    9          5
Vardas874      Pavarde874      8    2    7    3    10         9
Vardas875      Pavarde875      8    1    10   1    10         6
Vardas876      Pavarde876      6    9    10   1    7         10
Vardas877      Pavarde877      6    9    4    2    9          6
Vardas878      Pavarde878      2    8    3    3    6          4
Vardas879      Pavarde879      4    10   10   9    3          4
Vardas880      Pavarde880      7    5    6    8    9         10
Vardas881      Pavarde881      1    3    2    6    3          5
Vardas882      Pavarde882      4    8    7    4    8          7
Vardas883      Pavarde883      8    10   3    5    7          6
Vardas884      Pavarde884      9    4    4    1    1         10
Vardas885      Pavarde885      8    10   5    8    7          1
Vardas886      Pavarde886      2    4    3    5    10         3
Vardas887      Pavarde887      1    1    9    3    4          2
Vardas888      Pavarde888      5    2    8    3    6          1
Vardas889      Pavarde889      4    1    7    4    4          8
Vardas890      Pavarde890      1    4    9    5    5          2
Vardas891      Pavarde891      7    6    9    4    10         2
Vardas892      Pavarde892      2    3    3    1    3          2
Vardas893      Pavarde893      1    1    5    4    7          2
Vardas894      Pavarde894      8    8    1    2    1          5
Vardas895      Pavarde895      1    7    6    4    2          8
Vardas896      Pavarde896      9    9    7    5    3          5
Vardas897      Pavarde897      1    9    3    5    5          5
Vardas898      Pavarde898      1    5    3    6    4          4
Vardas899      Pavarde899      3    3    5    9    8          6
Vardas900      Pavarde900      9    1    2    4    3          3
Vardas901      Pavarde901      10   3    3    6    8          9
Vardas902      Pavarde902      6    6    7    10   10         4
Vardas903      Pavarde903      6    3    5    10   9          9
Vardas904      Pavarde904      2    8    7    1    3          4
Vardas905      Pavarde905      4    10   1    2    10         5
Vardas906      Pavarde906      4    5    8    4    4          6
Vardas907      Pavarde907      4    8    10   4    4          4
Vardas908      Pavarde908      1    4    7    3    7          6
Vardas909      Pavarde909      5    7    4    9    10        10
Vardas910      Pavarde910      1    6    8    10   2          3
Vardas911      Pavarde911      9    1    3    1    10         7
Vardas912      Pavarde912      8    5    4    10   6          5
Vardas913      Pavarde913      3    3    8    6    10        10
Vardas914      Pavarde914      5    6    1    6    4          8
Vardas915      Pavarde915      4    10   5    5    6          2
Vardas916      Pavarde916      3    9    7    10   4          4
Vardas917      Pavarde917      9    10   2    9    9          7
Vardas918      Pavarde918      8    10   9    4    4          4
Vardas919      Pavarde919      2    4    9    10   10         7
Vardas920      Pavarde920      8    4    4    7    5          1
Vardas921      Pavarde921      1    1    4    4    3          3
Vardas922      Pavarde922      8    9    8    6    4          7
Vardas923      Pavarde923      1    9    8    3    10         9
Vardas924      Pavarde924      9    8    1    2    4          8
Vardas925      Pavarde925      1    6    7    4    5          3
Vardas926      Pavarde926      9    6    2    2    5         10
Vardas927      Pavarde927      2    9    5    9    1          8
Vardas928      Pavarde928      8    3    9    5    1          9
Vardas929      Pavarde929      5    9    7    9    2          3
Vardas930      Pavarde930      7    7    5    6    10         7
Vardas931      Pavarde931      9    3    2    5    1          7
Vardas932      Pavarde932      3    2    6    6    7          1
Vardas933      Pavarde933      5    6    5    2    8          4
Vardas934      Pavarde934      10   8    7    2    1          6
Vardas935      Pavarde935      6    3    10   7    10         1
Vardas936      Pavarde936      1    8    9    5    5          8
Vardas937      Pavarde937      3    3    4    10   8          6
Vardas938      Pavarde938      6    4    4    9    1          9
Vardas939      Pavarde939      4    6    7    1    10         9
Vardas940      Pavarde940      1    6    3    2    9          1
Vardas941      Pavarde941      10   6    6    7    9          8
Vardas942      Pavarde942      6    1    3    2    4          3
Vardas943      Pavarde943      7    3    4    9    1          7
Vardas944      Pavarde944      8    3    8    2    8          7
Vardas945      Pavarde945      7    10   5    8    2          1
Vardas946      Pavarde946      1    8    1    7    8          3
Vardas947      Pavarde947      10   6    9    3    3          8
Vardas948      Pavarde948      7    4    9    3    2          7
Vardas949      Pavarde949      1    2    8    9    8          8
Vardas950      Pavarde950      9    7    4    3    4         10
Vardas951      Pavarde951      8    5    10   1    7          2
Vardas952      Pavarde952      7    3    1    4    8          2
Vardas953      Pavarde953      3    5    10   6    9          9
Vardas954      Pavarde954      7    10   8    8    6          7
Vardas955      Pavarde955      7    8    1    6    10        10
Vardas956      Pavarde956      2    3    3    6    4          5
Vardas957      Pavarde957      4    9    7    8    8          4
Vardas958      Pavarde958      6    3    10   7    10         2
Vardas959      Pavarde959      8    10   6    1    9          1
Vardas960      Pavarde960      9    4    4    4    4          4
Vardas961      Pavarde961      6    9    2    6    10         3
Vardas962      Pavarde962      10   3    2    2    9          3
Vardas963      Pavarde963      6    2    2    5    3          4
Vardas964      Pavarde964      7    3    6    8    5          1
Vardas965      Pavarde965      3    7    7    2    9          2
Vardas966      Pavarde966      10   2    6    6    4         10
Vardas967      Pavarde967      7    10   2    4    1          2
Vardas968      Pavarde968      5    3    8    1    8          1
Vardas969      Pavarde969      3    6    3    10   3         10
Vardas970      Pavarde970      2    5    6    2    8         10
Vardas971      Pavarde971      9    8    6    1    10         5
Vardas972      Pavarde972      6    10   5    1    10         4
Vardas973      Pavarde973      7    2    5    5    4          5
Vardas974      Pavarde974      4    10   2    2    8          7
Vardas975      Pavarde975      6    2    4    10   10         1
Vardas976      Pavarde976      3    10   4    1    8         10
Vardas977      Pavarde977      9    7    9    3    1          2
Vardas978      Pavarde978      1    10   5    10   6          2
Vardas979      Pavarde979      8    7    4    2    8          6
Vardas980      Pavarde980      9    5    4    6    9          9
Vardas981      Pavarde981      1    2    4    3    1          9
Vardas982      Pavarde982      1    4    5    2    5          6
Vardas983      Pavarde983      5    9    10   10   8          1
Vardas984      Pavarde984      8    5    4    1    5         10
Vardas985      Pavarde985      3    10   7    7    4         10
Vardas986      Pavarde986      3    9    9    9    1          2
Vardas987      Pavarde987      5    1    7    6    10         8
Vardas988      Pavarde988      2    2    2    4    7          4
Vardas989      Pavarde989      5    5    6    2    6          2
Vardas990      Pavarde990      3    5    3    10   9          8
Vardas991      Pavarde991      1    8    7    5    10         4
Vardas992      Pavarde992      3    2    7    6    6          7
Vardas993      Pavarde993      8    9    1    8    4          5
Vardas994      Pavarde994      2    9    8    4    4          8
Vardas995      Pavarde995      2    4    6    2    10         4
Vardas996      Pavarde996      2    7    3    3    7         10
Vardas997      Pavarde997      2    9    6    4    9         10
Vardas998      Pavarde998      9    6    8    3    7          6
Vardas999      Pavarde999      6    4    3    2    7          6
Vardas1000     Pavarde1000     6    8    8    5    1          3
